,Family Size,Living with parents?,Mother Edu,Father Edu,Parent Income,Commute time,Avg study time,Educational support,Extra-curricular,Higher studies,Internet at home?,Tuition count,Health,Avg leaves,Performance,Self Awareness,Self Regulation,Motivation,Empathy,Social Skills,Extroverted,Intuitive,Thinking,Perceiving,IX,X,XI,XII,Female,Male,Other means of travel,Travel by Bus,Travel by auto-rikshaw,Travel by car,Travel by walk
545,0.4,1,0.2,0.6,0.6,0.8,0.4,-1,0.2,1,1,0.2,0.8,0.4,48.6,0.4,0.4,0.6666666666666666,0.5333333333333333,0.4,-0.4375,-0.25,0.0,-0.1875,0,0,1,0,0,1,0,1,0,0,0
546,0.4,1,0.2,0.4,0.2,0.8,0.6,-1,0.2,1,-1,0.8,0.6,0.4,37.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.5333333333333333,0.3125,-0.1875,0.1875,0.0625,0,0,1,0,0,1,0,1,0,0,0
547,0.4,1,0.6,0.6,0.6,0.4,0.4,-1,0.2,0,1,0.8,0.6,0.8,33.0,0.4,0.8,0.4,0.7333333333333333,0.6,-0.125,-0.125,-0.0625,-0.125,0,0,1,0,1,0,1,0,0,0,0
548,0.4,1,0.6,0.6,0.2,0.8,0.2,-1,0.2,0,1,0.6,0.6,0.6,56.6,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.3333333333333333,-0.3125,0.5,-0.375,0.25,0,0,1,0,0,1,0,0,1,0,0
549,0.4,1,0.4,0.6,0.4,0.8,0.4,-1,0.2,1,-1,0.6,0.4,0.4,20.0,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.1875,-0.25,0.125,0.0,0,0,1,0,0,1,0,0,1,0,0
550,0.4,1,0.2,0.2,0.4,0.8,0.4,1,0.2,-1,1,0.8,0.6,0.6,38.8,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.6666666666666666,-0.0625,0.25,0.0625,0.625,0,0,1,0,0,1,0,0,1,0,0
551,0.4,1,0.0,0.0,0.2,0.6,0.4,1,0.4,1,-1,0.2,0.4,0.2,44.6,0.6,0.6666666666666666,0.4666666666666667,0.4666666666666667,0.4666666666666667,-0.125,-0.125,-0.125,0.3125,0,0,1,0,0,1,1,0,0,0,0
552,0.6,1,0.0,0.6,1.0,0.8,0.4,1,0.2,1,-1,0.6,0.4,0.6,43.8,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.0625,-0.1875,0.0625,0.1875,0,0,1,0,0,1,0,0,1,0,0
556,0.4,0,0.6,0.6,0.4,0.8,0.4,1,0.4,1,1,0.8,0.4,0.4,22.4,0.4,0.4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,-0.0625,0.3125,0.1875,0,0,1,0,0,1,0,0,1,0,0
557,1.0,1,0.0,0.6,0.2,0.8,0.6,-1,0.2,0,-1,0.8,0.8,0.6,64.8,0.3333333333333333,0.6,0.4,0.7333333333333333,0.7333333333333333,-0.5,-0.375,0.0625,0.375,0,0,1,0,0,1,0,1,0,0,0
558,0.6,1,0.6,0.6,0.6,0.6,0.6,1,0.2,1,1,0.8,0.6,0.8,44.6,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.0,0.0625,-0.1875,0.3125,0,0,1,0,0,1,0,0,1,0,0
559,0.4,1,0.0,0.0,1.0,0.4,0.4,-1,0.2,1,1,0.6,0.6,0.4,42.6,0.4666666666666667,0.4,0.7333333333333333,0.3333333333333333,0.4,-0.0625,0.0,0.3125,0.1875,0,0,1,0,0,1,1,0,0,0,0
561,0.4,-1,0.2,0.4,0.2,0.8,0.4,-1,0.2,1,1,0.2,0.2,0.4,43.8,0.3333333333333333,0.6,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.3125,-0.0625,0.3125,0.1875,0,0,1,0,0,1,0,0,1,0,0
563,0.4,1,0.6,0.6,0.2,0.4,0.4,-1,0.2,1,1,0.8,0.8,0.4,50.8,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.6,0.5333333333333333,0.0625,0.375,-0.125,0.4375,0,0,1,0,0,1,1,0,0,0,0
567,0.3,0,0.0,0.0,0.2,0.8,0.4,-1,0.2,0,1,0.4,0.8,0.6,45.8,0.26666666666666666,0.7333333333333333,0.6,0.6666666666666666,0.5333333333333333,0.1875,-0.25,0.4375,0.125,0,0,1,0,0,1,0,0,1,0,0
568,0.5,1,0.2,0.4,0.4,0.6,0.6,1,0.2,1,1,0.4,0.4,0.4,40.4,0.4,0.6666666666666666,0.6666666666666666,0.4,0.3333333333333333,-0.375,-0.1875,-0.0625,0.3125,0,0,1,0,0,1,0,0,1,0,0
569,1.0,1,0.8,0.8,0.8,0.4,0.4,-1,0.2,1,1,0.8,0.6,0.6,24.6,0.4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.1875,-0.5,0.0,0.125,0,0,1,0,0,1,1,0,0,0,0
572,0.3,1,0.2,0.2,0.2,0.2,0.2,-1,0.2,1,-1,0.6,0.8,0.2,63.6,0.5333333333333333,1.0,0.3333333333333333,0.2,0.4666666666666667,0.0,0.0,0.125,0.375,0,0,1,0,0,1,0,0,0,0,1
573,0.9,1,0.6,0.4,0.4,0.6,0.4,-1,0.2,1,1,0.2,0.6,0.6,35.0,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.3333333333333333,-0.125,-0.0625,-0.125,0.0625,0,0,1,0,0,1,0,1,0,0,0
576,0.5,1,0.4,0.4,1.0,0.6,0.4,-1,0.4,1,1,0.2,0.4,0.4,21.75,0.4,0.5333333333333333,0.8666666666666667,0.4,0.6,0.1875,-0.125,0.1875,0.375,0,0,1,0,0,1,1,0,0,0,0
579,0.5,1,0.2,0.6,0.2,0.8,0.4,1,0.2,1,1,0.2,0.8,0.4,37.2,0.5333333333333333,0.6,0.8,0.6666666666666666,0.5333333333333333,0.1875,-0.3125,0.25,-0.3125,0,0,1,0,1,0,0,0,1,0,0
581,0.4,1,0.0,0.0,1.0,0.4,0.4,-1,0.2,1,1,0.2,0.2,0.2,42.0,0.2,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.3333333333333333,-0.3125,-0.125,0.3125,-0.625,0,0,1,0,1,0,1,0,0,0,0
585,0.5,1,0.2,0.4,0.4,0.2,0.4,1,0.2,1,1,0.8,0.6,0.2,54.0,0.2,0.6666666666666666,0.6,0.6,0.4666666666666667,-0.1875,-0.3125,0.125,0.125,0,0,1,0,1,0,1,0,0,0,0
591,0.4,1,0.6,0.8,0.6,0.8,0.4,-1,0.2,1,1,0.2,0.6,0.6,28.25,0.4666666666666667,0.6,0.7333333333333333,0.3333333333333333,0.5333333333333333,0.375,-0.5,-0.3125,0.1875,0,0,1,0,1,0,1,0,0,0,0
592,0.4,1,0.0,0.0,1.0,0.8,0.4,-1,0.2,1,1,0.2,0.2,0.2,21.0,0.2,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.3333333333333333,0.125,0.125,0.3125,-0.5625,0,0,1,0,1,0,0,1,0,0,0
602,0.4,1,0.6,0.8,0.4,0.6,0.4,1,0.2,1,-1,0.2,0.6,0.4,25.6,0.5333333333333333,0.6,0.8,0.26666666666666666,0.6,0.0625,-0.4375,-0.0625,0.0,0,0,1,0,1,0,1,0,0,0,0
604,0.8,1,0.8,0.8,0.6,0.8,0.4,1,0.2,1,1,0.4,0.6,0.6,18.2,0.4,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.5333333333333333,-0.0625,-0.3125,-0.0625,-0.125,0,0,1,0,1,0,0,1,0,0,0
606,0.4,1,0.0,0.6,1.0,0.2,0.4,-1,0.2,1,1,0.2,0.2,0.2,32.8,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.4,0.1875,-0.3125,0.125,-0.3125,0,0,1,0,1,0,1,0,0,0,0
608,0.7,1,0.0,0.2,1.0,0.8,0.2,1,0.2,1,1,0.4,0.2,0.2,35.0,0.3333333333333333,0.7333333333333333,0.8,0.2,0.6,0.125,-0.3125,0.3125,-0.125,0,0,1,0,1,0,0,1,0,0,0
609,0.5,1,0.4,0.6,0.4,0.8,0.2,-1,0.2,1,1,0.4,0.6,0.6,32.0,0.26666666666666666,0.8,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.125,0.0,0.25,-0.0625,0,0,1,0,1,0,0,0,1,0,0
612,0.5,1,0.0,0.0,0.4,0.8,0.4,1,0.2,1,1,0.8,0.6,0.6,24.2,0.4,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.5333333333333333,0.125,0.0625,0.0625,0.25,0,0,1,0,0,1,0,0,0,1,0
617,0.4,1,0.6,0.2,0.4,0.6,0.6,-1,0.2,1,1,0.2,0.4,0.4,59.2,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.6,0.5333333333333333,-0.1875,0.0,0.0,0.125,0,0,1,0,0,1,0,0,1,0,0
618,0.4,1,0.8,0.8,1.0,0.6,0.6,1,0.2,1,1,0.4,0.6,0.4,16.4,0.4,0.5333333333333333,0.7333333333333333,0.4,0.6,0.125,-0.4375,0.3125,-0.3125,0,0,1,0,0,1,1,0,0,0,0
621,0.3,-1,0.0,0.0,0.2,0.4,0.6,1,0.2,1,1,0.4,0.2,0.4,37.6,0.4,0.6666666666666666,0.6666666666666666,0.26666666666666666,0.4,-0.1875,-0.1875,-0.0625,-0.0625,0,0,1,0,0,1,1,0,0,0,0
622,0.4,-1,0.6,0.4,0.4,0.8,0.2,1,0.2,1,1,0.4,0.6,0.4,33.4,0.2,0.4,0.4666666666666667,0.4666666666666667,0.2,-0.3125,-0.125,-0.125,-0.375,0,0,1,0,0,1,1,0,0,0,0
625,0.9,1,0.2,0.6,0.2,0.4,0.4,-1,0.2,1,1,0.2,0.4,0.4,36.0,0.4,0.4,0.4666666666666667,0.6,0.5333333333333333,-0.3125,0.125,-0.0625,0.0,0,0,1,0,0,1,1,0,0,0,0
627,0.6,1,0.2,0.8,0.2,0.6,0.4,-1,0.2,1,1,0.4,0.4,0.6,30.2,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.6,0.5333333333333333,0.25,0.0,0.125,0.0625,0,0,1,0,0,1,0,1,0,0,0
628,0.5,1,0.6,0.4,0.4,0.8,0.4,1,0.2,1,1,0.4,0.6,0.8,29.6,0.4,0.4666666666666667,0.6666666666666666,0.4666666666666667,0.6,0.125,0.0625,0.0625,0.25,0,0,1,0,0,1,0,0,1,0,0
629,0.4,1,0.0,0.6,0.4,0.2,0.2,-1,0.2,1,1,0.4,0.6,0.6,14.6,0.4,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.5333333333333333,0.4375,-0.375,-0.3125,0.1875,0,0,1,0,0,1,1,0,0,0,0
630,0.4,1,0.2,0.8,0.2,0.8,0.4,-1,0.2,1,-1,0.4,0.6,0.4,27.8,0.6,0.6,0.6666666666666666,0.6666666666666666,0.7333333333333333,-0.5,0.1875,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0
631,0.2,1,0.8,0.8,0.4,0.4,0.4,-1,0.2,1,1,0.4,0.2,0.8,34.6,0.2,0.4,0.6666666666666666,0.4,0.4,0.1875,0.25,0.8125,-0.3125,0,0,1,0,0,1,1,0,0,0,0
635,0.4,1,0.6,0.8,0.8,0.8,0.4,-1,0.2,1,1,0.2,0.4,0.2,32.0,0.4666666666666667,0.6,0.5333333333333333,0.4,0.5333333333333333,-0.0625,0.0,0.0,0.4375,0,0,1,0,0,1,0,1,0,0,0
636,0.4,1,0.0,0.4,0.2,0.6,0.4,1,0.2,1,1,0.6,0.2,0.4,33.4,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.4666666666666667,-0.3125,0.0625,-0.125,0.0,0,0,1,0,0,1,1,0,0,0,0
640,0.6,-1,0.2,0.4,0.2,0.4,0.4,-1,0.2,1,1,0.4,0.4,0.4,48.6,0.4,0.5333333333333333,0.8,0.2,0.5333333333333333,-0.3125,-0.1875,0.0625,-0.125,0,0,1,0,0,1,1,0,0,0,0
641,0.5,1,0.0,0.6,1.0,0.8,0.2,-1,0.2,1,-1,0.2,0.4,0.2,41.4,0.4,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.1875,-0.0625,0.3125,-0.125,0,0,1,0,0,1,0,0,0,1,0
642,0.5,1,0.4,0.8,1.0,0.2,0.4,-1,0.2,1,-1,0.2,0.2,0.4,52.2,0.4,0.6,0.6666666666666666,0.6,0.6,0.0625,-0.375,-0.125,0.125,0,0,1,0,0,1,0,0,0,0,1
643,0.3,-1,0.8,0.8,0.2,0.8,0.4,-1,0.2,1,1,0.2,0.6,0.6,36.0,0.4,0.4,0.4666666666666667,0.5333333333333333,0.6,-0.5,0.125,0.125,-0.125,0,0,1,0,0,1,0,0,0,1,0
644,0.4,1,0.6,0.0,1.0,0.8,0.2,-1,0.2,0,1,0.2,0.8,1.0,14.8,0.4666666666666667,0.8666666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,-0.0625,0.1875,0.5,0,0,1,0,0,1,0,0,1,0,0
645,0.4,-1,0.0,0.4,0.6,0.8,0.4,1,0.2,1,1,0.8,0.8,0.4,21.8,0.3333333333333333,0.6666666666666666,0.7333333333333333,0.5333333333333333,0.4666666666666667,-0.0625,-0.3125,0.125,-0.375,0,0,1,0,0,1,1,0,0,0,0
646,0.4,1,0.6,0.6,0.6,0.8,0.6,1,0.2,0,1,0.8,0.2,0.4,23.0,0.6,0.7333333333333333,0.6,0.5333333333333333,0.6,0.1875,-0.0625,0.3125,-0.125,0,0,1,0,0,1,0,0,1,0,0
650,0.5,1,0.0,0.0,0.2,0.2,0.6,1,0.2,-1,1,0.6,0.2,0.2,25.4,0.4666666666666667,0.7333333333333333,0.6,0.3333333333333333,0.6666666666666666,0.1875,-0.0625,0.3125,-0.125,0,0,1,0,0,1,1,0,0,0,0
651,0.5,1,0.2,0.2,0.4,0.6,0.4,-1,0.2,1,-1,0.4,0.6,0.4,32.0,0.8666666666666667,0.4666666666666667,0.6666666666666666,0.7333333333333333,0.7333333333333333,-0.1875,-0.1875,-0.4375,0.1875,0,0,1,0,0,1,1,0,0,0,0
654,0.4,1,0.6,0.6,0.4,0.4,0.4,1,0.2,1,1,0.4,0.8,0.4,12.2,0.4,0.7333333333333333,0.7333333333333333,0.6,0.4,0.125,-0.0625,0.3125,0.4375,0,0,1,0,0,1,1,0,0,0,0
655,0.4,1,0.6,0.8,0.4,0.4,0.6,-1,0.8,1,1,0.8,0.4,0.4,45.0,0.3333333333333333,0.6,0.6,0.4,0.4,0.0,0.1875,0.0,0.375,0,0,0,1,1,0,1,0,0,0,0
658,0.5,1,0.6,0.8,0.4,0.8,0.6,-1,0.6,1,1,1.0,0.2,0.6,47.8,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.6,0.625,-0.5,-0.1875,-0.3125,0,0,0,1,1,0,1,0,0,0,0
659,0.4,1,0.2,0.2,0.4,0.6,0.6,-1,0.2,1,1,0.8,0.2,0.2,65.6,0.2,0.2,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.1875,-0.0625,-0.3125,-0.125,0,0,0,1,1,0,1,0,0,0,0
660,0.5,1,0.6,0.6,0.6,0.4,0.4,1,0.2,1,1,0.8,0.8,0.8,63.8,0.4,1.0,0.6666666666666666,0.5333333333333333,0.6,-0.125,0.125,0.0,0.4375,0,0,0,1,1,0,0,0,1,0,0
661,0.6,1,0.0,0.4,0.6,0.4,0.6,-1,0.2,1,-1,0.8,0.6,0.6,47.6,0.6,0.5333333333333333,0.8,0.6,0.6,-0.6875,0.125,-0.125,0.9375,0,0,0,1,1,0,1,0,0,0,0
663,1.0,1,0.6,0.4,0.4,0.6,0.4,-1,0.2,1,1,0.6,0.6,0.6,40.2,0.26666666666666666,0.6,0.8,0.5333333333333333,0.4,0.0625,0.125,-0.5625,0.0,0,0,0,1,1,0,1,0,0,0,0
664,0.5,1,0.4,0.4,1.0,0.6,0.4,-1,0.8,1,-1,0.8,0.6,0.4,55.0,0.4,0.4,0.6,0.5333333333333333,0.6,0.0625,-0.125,0.375,0.125,0,0,0,1,1,0,1,0,0,0,0
665,0.4,1,0.6,0.6,0.2,0.8,0.6,1,0.4,1,1,0.8,0.4,0.6,52.0,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.5333333333333333,-0.1875,-0.6875,0.3125,-0.375,0,0,0,1,1,0,0,0,1,0,0
666,0.4,1,0.6,0.8,0.6,0.4,0.4,1,0.2,1,1,0.8,0.8,0.8,63.6,0.4666666666666667,0.9333333333333333,0.6666666666666666,0.3333333333333333,0.6,-0.25,0.0625,0.125,0.4375,0,0,0,1,1,0,0,0,1,0,0
667,0.6,1,0.4,0.6,0.4,0.6,0.4,-1,0.2,1,1,0.8,0.6,0.4,44.6,0.4,1.0,0.6,0.6,0.6,-0.5,0.375,-0.25,0.5,0,0,0,1,1,0,1,0,0,0,0
668,0.5,1,0.2,0.6,0.2,0.6,0.4,1,0.4,1,1,0.8,0.6,0.6,53.4,0.3333333333333333,0.2,0.7333333333333333,0.4,0.4666666666666667,0.5625,-0.5,0.0,-0.1875,0,0,0,1,1,0,0,0,1,0,0
669,0.5,1,0.0,0.6,0.2,0.4,0.4,-1,0.2,1,-1,0.8,0.6,0.4,60.2,0.26666666666666666,0.3333333333333333,0.6,0.3333333333333333,0.6666666666666666,-0.125,0.3125,-0.0625,0.5,0,0,0,1,0,1,1,0,0,0,0
671,0.5,1,0.0,0.2,0.4,0.8,0.6,-1,0.2,1,-1,0.8,0.6,0.4,57.6,0.4,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.4,0.0625,0.0,-0.125,0.3125,0,0,0,1,0,1,0,1,0,0,0
672,0.7,1,0.0,0.8,0.4,0.8,0.4,1,0.2,1,1,0.8,0.4,0.6,65.0,0.2,0.6,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.4375,-0.0625,0.375,0.0,0,0,0,1,0,1,1,0,0,0,0
674,0.4,1,0.0,0.4,0.4,0.4,0.6,1,0.2,1,1,0.8,0.6,0.4,53.8,0.3333333333333333,0.5333333333333333,0.6,0.6666666666666666,0.5333333333333333,0.25,-0.4375,0.375,-0.25,0,0,0,1,0,1,1,0,0,0,0
676,0.9,1,0.2,0.2,0.4,0.4,0.4,-1,0.4,1,1,0.8,0.6,0.4,57.8,0.5333333333333333,0.4,0.5333333333333333,0.4,0.4,-0.0625,-0.3125,0.3125,0.0625,0,0,0,1,0,1,0,0,1,0,0
678,0.3,-1,0.4,0.6,0.4,0.6,0.4,-1,0.2,1,1,0.8,0.6,0.4,59.4,0.4,0.8666666666666667,0.8,0.6,0.4666666666666667,0.1875,-0.25,0.3125,-0.0625,0,0,0,1,0,1,0,0,1,0,0
680,0.5,1,0.0,0.8,0.4,0.4,0.4,1,0.2,1,1,0.8,0.6,0.4,44.0,0.3333333333333333,0.5333333333333333,0.6,0.6666666666666666,0.4666666666666667,-0.5,0.25,-0.1875,0.5625,0,0,0,1,0,1,1,0,0,0,0
681,0.4,-1,0.6,0.6,0.2,0.4,0.6,-1,0.4,1,-1,0.2,0.4,0.4,72.8,0.26666666666666666,0.5333333333333333,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.3125,0.0,0.125,-0.125,0,0,0,1,0,1,1,0,0,0,0
682,0.5,1,0.2,0.6,0.4,0.6,0.4,-1,0.2,1,1,0.8,0.2,0.2,43.4,0.6666666666666666,0.9333333333333333,0.5333333333333333,0.4666666666666667,0.6,0.125,-0.25,0.75,-0.25,0,0,0,1,0,1,0,0,1,0,0
683,1.0,1,0.2,0.6,0.4,0.4,0.6,-1,0.2,1,-1,0.6,0.4,0.4,55.4,0.4666666666666667,0.6666666666666666,0.6,0.6,0.6,0.125,-0.3125,-0.0625,0.5,0,0,0,1,0,1,0,0,0,0,1
684,0.4,-1,0.4,0.6,0.4,0.6,0.6,1,0.2,1,-1,0.8,0.6,0.4,66.4,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.6,0.4666666666666667,-0.125,-0.25,0.1875,0.0625,0,0,0,1,0,1,1,0,0,0,0
694,0.4,1,0.6,0.8,0.4,0.6,0.6,-1,0.4,1,1,0.2,0.4,0.2,54.4,0.26666666666666666,0.26666666666666666,0.6666666666666666,0.5333333333333333,0.4,0.0,-0.25,-0.0625,0.25,0,0,0,1,0,1,1,0,0,0,0
695,0.4,1,0.6,0.8,0.4,0.6,0.6,-1,0.4,1,1,0.2,0.4,0.2,54.6,0.4,0.4666666666666667,0.6666666666666666,0.7333333333333333,0.4666666666666667,0.0,0.0625,0.25,0.0,0,0,0,1,0,1,1,0,0,0,0
699,1.0,1,0.0,0.0,1.0,0.4,0.4,-1,0.2,1,-1,0.6,0.6,0.4,60.8,0.3333333333333333,0.4666666666666667,0.6,0.6,0.4,0.0625,0.125,0.0625,0.375,0,0,0,1,0,1,1,0,0,0,0
700,1.0,1,0.0,0.0,1.0,0.6,0.6,1,0.6,1,1,0.8,0.2,0.2,57.2,0.4666666666666667,0.2,0.6,0.6,0.4666666666666667,0.375,0.0,0.125,0.1875,0,0,0,1,0,1,0,0,1,0,0
701,0.3,1,0.0,0.6,0.6,0.8,0.6,-1,0.2,1,1,0.8,0.6,0.6,57.2,0.4,0.7333333333333333,0.8,0.6666666666666666,0.3333333333333333,0.0,-0.0625,0.0,0.25,0,0,0,1,0,1,1,0,0,0,0
702,0.4,1,0.6,0.8,0.4,0.6,0.4,-1,0.4,1,1,0.2,0.4,0.4,48.8,0.3333333333333333,0.4666666666666667,0.8,0.5333333333333333,0.5333333333333333,0.375,0.125,0.3125,0.25,0,0,0,1,0,1,0,0,1,0,0
706,0.4,1,0.8,0.8,0.6,0.6,0.6,1,1.0,1,1,0.8,0.4,0.4,68.4,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.5333333333333333,0.125,-0.25,-0.375,0.0,0,0,0,1,0,1,1,0,0,0,0
712,0.4,1,0.8,0.8,0.2,0.6,0.4,1,0.2,1,1,0.8,0.6,0.4,47.0,0.4,0.5333333333333333,0.6666666666666666,0.6,0.5333333333333333,0.1875,-0.125,0.0,-0.1875,0,0,0,1,1,0,1,0,0,0,0
714,0.5,1,0.8,0.6,0.4,0.8,0.4,1,0.2,1,1,0.4,0.6,0.6,48.6,0.5333333333333333,0.6,0.7333333333333333,0.5333333333333333,0.4666666666666667,0.0625,-0.1875,0.125,0.0625,0,0,0,1,1,0,0,0,1,0,0
715,0.6,1,0.4,0.6,0.6,0.8,0.6,-1,0.2,1,-1,0.4,0.4,0.6,46.0,0.4,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.0625,-0.25,0.0625,-0.4375,0,0,0,1,1,0,0,1,0,0,0
724,0.5,1,0.6,0.8,0.6,0.6,0.4,-1,0.2,1,1,0.8,0.8,0.2,64.2,0.6,1.0,0.6,0.4666666666666667,0.6666666666666666,-0.125,0.1875,-0.0625,0.0,0,0,0,1,1,0,0,1,0,0,0
727,0.4,1,0.2,0.8,0.8,0.4,0.6,-1,0.2,1,-1,0.6,0.2,0.6,60.6,0.26666666666666666,0.5333333333333333,0.7333333333333333,0.4,0.4666666666666667,0.3125,-0.3125,0.375,0.0,0,0,0,1,1,0,0,0,1,0,0
735,0.4,1,0.2,0.6,0.4,0.8,0.4,-1,0.2,1,1,0.6,0.4,0.6,68.8,0.4,0.6,0.4666666666666667,0.6,0.5333333333333333,-0.3125,0.0,0.0625,0.6875,0,0,0,1,0,1,0,1,0,0,0
736,0.4,1,0.4,0.6,0.4,0.4,0.6,-1,0.2,1,1,0.2,0.4,0.6,39.6,0.4,0.8,0.8,0.6666666666666666,0.6666666666666666,0.25,0.25,0.5,-0.3125,0,0,0,1,0,1,0,0,1,0,0
737,0.6,1,0.2,0.4,0.4,0.8,0.6,1,0.2,1,1,0.6,0.4,0.6,43.4,0.4,0.8,0.8,0.6666666666666666,0.6666666666666666,-0.0625,0.25,-0.5,0.0625,0,0,0,1,0,1,0,1,0,0,0
738,0.4,1,0.2,0.8,0.8,0.6,0.2,-1,0.2,1,1,0.8,0.8,1.0,55.8,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,-0.375,-0.125,0.25,0.5,0,0,0,1,0,1,0,0,1,0,0
740,0.6,-1,0.2,0.6,0.4,0.6,0.4,1,0.2,1,1,0.8,0.6,0.6,57.8,0.6,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.375,-0.1875,-0.25,0.5,0,0,0,1,0,1,1,0,0,0,0
743,0.4,-1,0.6,0.6,0.2,0.6,0.4,1,0.2,1,1,0.8,0.4,0.4,52.0,0.4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.375,-0.3125,-0.1875,0.1875,0,0,0,1,0,1,1,0,0,0,0
748,0.4,1,0.2,0.4,0.6,0.4,0.6,-1,0.2,1,1,0.2,0.2,0.2,58.4,0.3333333333333333,0.4,0.6666666666666666,0.4,0.4666666666666667,0.25,-0.625,0.75,0.0,0,0,0,1,0,1,1,0,0,0,0
752,0.4,1,0.8,0.6,0.6,0.4,0.6,-1,0.2,1,1,0.6,0.6,0.6,72.8,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.6,0.1875,-0.125,-0.375,0.1875,0,0,0,1,0,1,1,0,0,0,0
754,0.3,1,0.2,0.0,0.2,0.4,0.4,-1,0.2,1,1,0.8,0.4,0.4,65.8,0.2,0.6,0.6,0.7333333333333333,0.5333333333333333,-0.1875,-0.1875,-0.125,0.25,0,0,0,1,0,1,1,0,0,0,0
755,0.5,1,0.2,0.6,0.8,0.8,0.4,1,0.2,1,1,0.6,0.4,0.6,63.0,0.26666666666666666,0.8,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.125,-0.25,0.25,-0.0625,0,0,0,1,0,1,1,0,0,0,0
758,0.4,1,0.2,0.4,0.4,0.4,0.4,-1,0.2,0,1,0.6,0.6,0.6,39.2,0.4666666666666667,0.6666666666666666,0.6,0.4666666666666667,0.4666666666666667,-0.0625,0.125,-0.1875,0.4375,0,0,0,1,0,1,1,0,0,0,0
760,0.4,1,0.0,0.6,0.4,0.6,0.4,1,0.2,1,1,0.6,0.6,0.4,41.2,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.4,0.125,-0.25,-0.3125,0.125,0,0,0,1,1,0,1,0,0,0,0
761,0.7,1,0.8,0.6,0.4,0.4,0.6,-1,0.8,1,-1,0.6,0.2,0.4,62.6,0.4,0.8666666666666667,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.125,0.125,-0.3125,-0.5625,0,0,0,1,1,0,1,0,0,0,0
764,0.7,1,0.2,0.2,0.4,0.2,0.4,-1,0.8,1,-1,0.4,0.4,0.4,37.4,0.4,0.8,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.25,-0.375,0.125,0.0625,0,0,0,1,1,0,1,0,0,0,0
766,0.5,1,0.0,0.4,1.0,0.4,0.6,-1,0.6,1,1,0.6,0.4,0.4,53.0,0.4,0.6,0.8,0.4,0.5333333333333333,0.25,-0.125,0.4375,0.0625,0,0,0,1,1,0,1,0,0,0,0
767,0.4,1,0.8,0.8,0.8,0.8,0.6,1,0.4,1,1,0.4,0.6,0.6,65.6,0.2,0.4666666666666667,0.4,0.4,0.3333333333333333,-0.1875,-0.1875,0.0,-0.0625,0,0,0,1,1,0,0,0,1,0,0
770,0.5,1,0.0,0.6,0.2,0.2,0.4,-1,0.4,1,1,0.4,0.4,0.2,48.2,0.26666666666666666,0.6666666666666666,0.6,0.4666666666666667,0.4666666666666667,0.375,-0.125,0.0,-0.1875,0,0,0,1,1,0,0,0,0,0,1
